Word,Synonyms
continued,"continue, go on, proceed, go along, keep, carry on, uphold, bear on, preserve, go forward, retain, keep on, persist in, stay, stay on, remain, cover, extend, continued"
sighed,"sigh, suspire"
wish,"wish, wishing, want, indirect request, regard, compliments, care, like, wish well, bid"
says,"say, state, tell, allege, aver, suppose, read, order, enjoin, pronounce, articulate, enounce, sound out, enunciate"
mamas,"ma, mama, mamma, mom, momma, mommy, mammy, mum, mummy, Mama"
run,"run, tally, test, trial, footrace, foot race, streak, running, running play, running game, rivulet, rill, runnel, streamlet, political campaign, campaign, ladder, ravel, discharge, outpouring, scat, scarper, turn tail, lam, run away, hightail it, bunk, head for the hills, take to the woods, escape, fly the coop, break away, go, pass, lead, extend, operate, flow, feed, course, function, work, range, play, tend, be given, lean, incline, prevail, persist, die hard, endure, execute, carry, guide, draw, black market, bleed, run for, consort, ply, hunt, hunt down, track down, race, move, melt, melt down, unravel"
leaving,"departure, going, going away, leaving, leave, go forth, go away, leave alone, leave behind, exit, go out, get out, allow for, allow, provide, result, lead, depart, pull up stakes, entrust, bequeath, will, impart, give, pass on, forget"
shared,"share, partake, partake in, divvy up, portion out, apportion, deal, shared, divided, divided up, shared out"
twins,"twins, Gemini, Gemini the Twins, Twins, twin, Twin, Twin Falls, counterpart, similitude, duplicate, parallel, match, mate, couple, pair"
walk,"walk, walking, base on balls, pass, manner of walking, walkway, paseo, walk of life, take the air"
satchel,satchel
bed,"bed, bottom, seam, layer, sleep together, roll in the hay, love, make out, make love, sleep with, get laid, have sex, know, do it, be intimate, have intercourse, have it away, have it off, screw, fuck, jazz, eff, hump, lie with, have a go at it, bang, get it on, bonk, go to bed, turn in, crawl in, kip down, hit the hay, hit the sack, sack out, go to sleep, retire"
threw,"throw, shed, cast, cast off, shake off, throw off, throw away, drop, thrust, give, flip, switch, project, contrive, bewilder, bemuse, discombobulate, hurl, hold, have, make, confuse, fox, befuddle, fuddle, bedevil, confound"
line,"line, argumentation, logical argument, argument, line of reasoning, cable, transmission line, course, wrinkle, furrow, crease, crinkle, seam, pipeline, railway line, rail line, telephone line, phone line, telephone circuit, subscriber line, lineage, line of descent, descent, bloodline, blood line, blood, pedigree, ancestry, origin, parentage, stemma, stock, occupation, business, job, line of work, channel, communication channel, product line, line of products, line of merchandise, business line, line of business, agate line, credit line, line of credit, bank line, personal credit line, personal line of credit, tune, melody, air, strain, melodic line, melodic phrase, note, short letter, billet, dividing line, demarcation, contrast, production line, assembly line, run along, trace, draw, describe, delineate"
stood,"stand, stand up, remain firm, digest, endure, stick out, stomach, bear, tolerate, support, brook, abide, suffer, put up, place upright, resist, fend"
register,"register, registry, cash register, file, record, read, show, cross-file"
bath,"bath, bathtub, bathing tub, tub, Bath, bathroom, bathe"
seat,"seat, place, buttocks, nates, arse, butt, backside, bum, buns, can, fundament, hindquarters, hind end, keister, posterior, prat, rear, rear end, rump, stern, tail, tail end, tooshie, tush, bottom, behind, derriere, fanny, ass, sit, sit down, induct, invest"
sitting,"sitting, posing, seance, session, sit, sit down, sit around, model, pose, posture, ride, baby-sit, seat, seated"
brother,"brother, blood brother, buddy, chum, crony, pal, sidekick, comrade, Brother"
seven,"seven, 7, VII, sevener, heptad, septet, septenary, seven-spot, vii"
raise,"raise, rise, wage hike, hike, wage increase, salary increase, ascent, acclivity, climb, upgrade, lift, heave, elevate, get up, bring up, grow, farm, produce, rear, nurture, parent, conjure, conjure up, invoke, evoke, stir, call down, arouse, put forward, call forth, erect, set up, put up, elicit, enkindle, kindle, fire, provoke, enhance, heighten, promote, advance, kick upstairs, leaven, prove, recruit, levy, resurrect, upraise"
gulped,"gulp, quaff, swig"
ma’am,unavailable
ma’am,
intent,"purpose, intent, intention, aim, design, purport, spirit, captive, absorbed, engrossed, enwrapped, wrapped"
foot,"foot, human foot, pes, ft, animal foot, foundation, base, fundament, groundwork, substructure, understructure, invertebrate foot, infantry, metrical foot, metrical unit, pick, leg it, hoof, hoof it, foot up"
sticking,"lodge, wedge, stick, deposit, stay, stick around, stay put, adhere, hold fast, bond, bind, stick to, stand by, stick by, cling, cleave, cohere, sting, perplex, vex, get, puzzle, mystify, baffle, beat, pose, bewilder, flummox, stupefy, nonplus, gravel, amaze, dumbfound, jutting, projected, projecting, protruding, relieved, sticking, sticking out"
meant,"mean, intend, entail, imply, signify, stand for, think, think of, have in mind"
mayor,"mayor, city manager"
poor,"poor people, poor, hapless, miserable, misfortunate, pathetic, piteous, pitiable, pitiful, wretched, inadequate, short"
high,"high, heights, senior high school, senior high, highschool, high school, high gear, eminent, high-pitched, in high spirits, gamey, gamy, mellow, high up, richly, luxuriously"
teacher,"teacher, instructor"
start,"start, beginning, commencement, first, outset, get-go, kickoff, starting time, showtime, offset, starting, startle, jump, starting line, scratch, scratch line, starting signal, head start, get down, begin, get, start out, set about, set out, commence, lead off, depart, part, set forth, set off, take off, originate, initiate, start up, embark on, go, get going, take up, protrude, pop, pop out, bulge, bulge out, bug out, come out"
learning,"learning, acquisition, eruditeness, erudition, learnedness, scholarship, encyclopedism, encyclopaedism, learn, larn, acquire, hear, get word, get wind, pick up, find out, get a line, discover, see, memorize, memorise, con, study, read, take, teach, instruct, determine, check, ascertain, watch"
anybody,unavailable
anybody,
stuff,"material, stuff, clobber, stuff and nonsense, hooey, poppycock, thrust, shove, squeeze, lug, choke up, block, gorge, ingurgitate, overindulge, glut, englut, engorge, overgorge, overeat, gormandize, gormandise, gourmandize, binge, pig out, satiate, scarf out, farce"
shade,"shade, shadiness, shadowiness, tint, tincture, tone, nuance, nicety, subtlety, refinement, tad, ghost, spook, wraith, specter, spectre, shadow, shade off, fill in"
blonde,"blond, blonde, light-haired"
hair,"hair, hair's-breadth, hairsbreadth, whisker, fuzz, tomentum, pilus, haircloth"
paler,"pale, pallid, wan, sick"
pearl,"pearl, bone, ivory, off-white, drop, bead"
necklace,necklace
early,"early, former, other, early on, ahead of time, too soon, betimes"
rocks,"rock, stone, Rock, John Rock, rock candy, rock 'n' roll, rock'n'roll, rock-and-roll, rock and roll, rock music, careen, sway, tilt, shake"
chestnut,"chestnut, chestnut tree"
trees,"tree, tree diagram, Tree, Sir Herbert Beerbohm Tree, corner, shoetree"
schoolhouse,"school, schoolhouse"
person,"person, individual, someone, somebody, mortal, soul"
wooden,wooden
desks,desk
middle,"center, centre, middle, heart, eye, midriff, midsection, in-between, mediate, halfway, midway"
blocks,"block, city block, cube, mental block, pulley, pulley-block, pulley block, engine block, cylinder block, blockage, closure, occlusion, stop, stoppage, auction block, blocking, barricade, blockade, block off, block up, bar, obstruct, hinder, stymie, stymy, embarrass, halt, kibosh, jam, stuff, lug, choke up, obturate, impede, occlude, close up, parry, deflect, forget, blank out, draw a blank, freeze, immobilize, immobilise"
invited,"invite, ask for, ask over, ask round, tempt, bid, pay for, ask in, call for, receive, take in"
shoot,"shoot, hit, pip, blast, film, take, dart, dash, scoot, scud, flash, tear, shoot down, charge, buck, photograph, snap, inject, fritter, frivol away, dissipate, fritter away, fool, fool away, spud, germinate, pullulate, bourgeon, burgeon forth, sprout"
scribbled,"scribble, scrabble, scrawl"
list,"list, listing, tilt, inclination, lean, leaning, name, heel, number"
stopped,"stop, halt, discontinue, cease, give up, quit, lay off, block, kibosh, stop over, break, break off, check, turn back, arrest, contain, hold back, intercept, end, finish, terminate, barricade, blockade, block off, block up, bar, hold on, stopped, stopped-up, stopped up"
knows,"know, cognize, cognise, experience, live, acknowledge, recognize, recognise, sleep together, roll in the hay, love, make out, make love, sleep with, get laid, have sex, do it, be intimate, have intercourse, have it away, have it off, screw, fuck, jazz, eff, hump, lie with, bed, have a go at it, bang, get it on, bonk"
morning,"morning, morn, morning time, forenoon, good morning, dawn, dawning, aurora, first light, daybreak, break of day, break of the day, dayspring, sunrise, sunup, cockcrow"
ruler,"ruler, swayer, rule"
role,"function, office, part, role, character, theatrical role, persona, purpose, use"
sin,"sin, sinfulness, wickedness, sinning, sine, Sin, hell, transgress, trespass, drop the ball, blunder, boob, goof"
grade,"class, form, grade, course, level, tier, grad, gradation, mark, score, ground level, degree, rate, rank, range, order, place"
called,"name, call, telephone, call up, phone, ring, shout, shout out, cry, yell, scream, holler, hollo, squall, send for, visit, call in, address, bid, call off, predict, foretell, prognosticate, forebode, anticipate, promise"
hung,"hang, hang up, string up, fall, flow, attend, advert, pay heed, give ear, cling"
chalk,"chalk, methamphetamine, methamphetamine hydrochloride, Methedrine, meth, deoxyephedrine, chicken feed, crank, glass, ice, shabu, trash"
ended,"end, stop, finish, terminate, cease, complete, concluded, ended, over, all over, terminated"
break,"interruption, break, good luck, happy chance, fault, faulting, geological fault, shift, fracture, rupture, breach, severance, rift, falling out, respite, recess, time out, breakage, breaking, pause, intermission, suspension, break of serve, disruption, gap, open frame, breakout, jailbreak, gaolbreak, prisonbreak, prison-breaking, interrupt, separate, split up, fall apart, come apart, bust, transgress, offend, infract, violate, go against, break out, break away, burst, erupt, break off, discontinue, stop, break in, better, unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, give away, let out, fail, go bad, give way, die, give out, conk out, go, break down, dampen, damp, soften, weaken, part, split, break up, demote, bump, relegate, kick downstairs, bankrupt, ruin, smash, collapse, fall in, cave in, give, founder, break dance, break-dance, wear, wear out, snap off, get out, get around, intermit, recrudesce, develop, crack, check"
outfit,"outfit, getup, rig, turnout, kit, equip, fit, fit out"
practical,"practical, hardheaded, hard-nosed, pragmatic, virtual"
grammar,grammar
rang,"ring, peal, resound, echo, reverberate, knell, call, telephone, call up, phone, surround, environ, skirt, border, band"
bell,"bell, doorbell, buzzer, toll, ship's bell, bell shape, campana, Bell, Melville Bell, Alexander Melville Bell, Vanessa Bell, Vanessa Stephen, Alexander Bell, Alexander Graham Bell, chime, gong"
shuffled,"shuffle, scuffle, shamble, ruffle, mix"
wore,"wear, have on, bear, wear off, wear out, wear down, wear thin, hold out, endure, break, bust, fall apart, tire, wear upon, tire out, weary, jade, outwear, fag out, fag, fatigue, put on, get into, don, assume"
